0,2025-06-24 19:49:41,5.4700,5.0500,5.3700,5.0900,654806,0,
0,2025-06-25 19:49:41,5.2200,4.9000,5.2200,5.0400,203225,0,
0,2025-06-26 19:49:41,5.1600,4.9400,5.0000,5.0500,165725,0,
0,2025-06-27 19:49:41,5.1800,4.9500,5.0800,5.0000,147615,0,
0,2025-06-30 19:49:41,5.0500,4.9080,5.0300,4.9400,149880,0,
0,2025-07-01 19:49:41,5.0499,4.7350,4.8600,4.8600,117999,0,
0,2025-07-02 19:49:41,5.2227,4.8600,5.0000,5.2000,419787,0,
0,2025-07-03 19:49:41,5.5100,5.1800,5.2500,5.4200,338331,0,
0,2025-07-07 19:49:41,6.8300,5.5600,5.5800,6.8100,951756,0,
0,2025-07-08 19:49:41,7.3181,6.4200,7.1600,6.6600,863890,0,
0,2025-07-09 19:49:41,6.7560,6.3341,6.7100,6.5500,353680,0,
0,2025-07-10 19:49:41,7.6500,6.8600,6.9300,7.6000,1452831,0,
0,2025-07-11 19:49:41,7.9499,7.1700,7.9000,7.3600,701681,0,
0,2025-07-14 19:49:41,8.3137,6.8812,7.3600,8.0000,871044,0,
0,2025-07-15 19:49:41,8.1900,7.4500,8.0700,7.4600,458995,0,
0,2025-07-16 19:49:41,8.2195,7.4201,7.8800,8.2000,847528,0,
0,2025-07-17 19:49:41,9.4100,8.0000,8.4900,8.2000,2604690,0,
0,2025-07-18 19:49:41,10.1400,8.3600,9.2400,10.0900,2963535,0,
0,2025-07-21 19:49:41,9.8443,8.5600,9.8400,8.6500,1573335,0,
0,2025-07-22 19:49:41,8.9200,7.3501,8.9200,7.5100,1349125,0,
